Gene ID	source_id	Gene Name or Symbol	gene_source_id	sense - salivary gland sporozoites - unique only	Transcriptomic Analysis of Cultured Sporozoites - Sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	Transcriptomic Analysis of Cultured Sporozoites - Cultured sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	
PF3D7_1411100	PF3D7_1411100.2	N/A	PF3D7_1411100	11.76	6.23	108.34	
PF3D7_1411200	PF3D7_1411200.1	ROM8	PF3D7_1411200	211.04	347.23	109.97	
PF3D7_1411300	PF3D7_1411300.1	N/A	PF3D7_1411300	2.03	12.25	33.41	
PF3D7_1411400	PF3D7_1411400.1	PREX	PF3D7_1411400	1.41	0.32	29.26	
PF3D7_1411500	PF3D7_1411500.1	N/A	PF3D7_1411500	1.9	1	55.63	
PF3D7_1411600	PF3D7_1411600.1	Obg1	PF3D7_1411600	3.44	0.81	121.68	
PF3D7_1411700	PF3D7_1411700.1	N/A	PF3D7_1411700	3.6	0.53	34.39	
PF3D7_1411800	PF3D7_1411800.1	N/A	PF3D7_1411800	1.61	1.23	68.91	
PF3D7_1411900	PF3D7_1411900.1	N/A	PF3D7_1411900	4.98	0.59	43.43	
PF3D7_1412000	PF3D7_1412000.1	N/A	PF3D7_1412000	1.82	0.23	24.69	
PF3D7_1412100	PF3D7_1412100.1	MCMBP	PF3D7_1412100	1.89	0.86	52	
PF3D7_1412200	PF3D7_1412200.1	N/A	PF3D7_1412200	22.53	16.59	33.97	
PF3D7_1412300	PF3D7_1412300.1	NTF2	PF3D7_1412300	64.82	168.41	148.99	
PF3D7_1412400	PF3D7_1412400.1	N/A	PF3D7_1412400	4.07	0.91	50.57	
PF3D7_1412500	PF3D7_1412500.1	ACT2	PF3D7_1412500	4.39	1.03	50.05	
PF3D7_1412600	PF3D7_1412600.1	DHS	PF3D7_1412600	1.02	1.12	38.63	
PF3D7_1412700	PF3D7_1412700.1	N/A	PF3D7_1412700	2.94	1.89	34.33	
PF3D7_1412800	PF3D7_1412800.1	NMT	PF3D7_1412800	26.98	22.03	30.76	
PF3D7_1412900	PF3D7_1412900.1	N/A	PF3D7_1412900	82.03	94.85	40.56	
PF3D7_1412900	PF3D7_1412900.2	N/A	PF3D7_1412900	82.03	94.85	40.56	
PF3D7_1413000	PF3D7_1413000.1	N/A	PF3D7_1413000	1.07	1.65	105.23	
PF3D7_1413100	PF3D7_1413100.1	N/A	PF3D7_1413100	1.77	0.38	36.24	
PF3D7_1413200	PF3D7_1413200.1	N/A	PF3D7_1413200	6.2	9.79	132.05	
PF3D7_1413300	PF3D7_1413300.1	N/A	PF3D7_1413300	0	1.06	19.14	
PF3D7_1413400	PF3D7_1413400.1	N/A	PF3D7_1413400	8.18	2.49	131.18	
PF3D7_1413500	PF3D7_1413500.1	SufC	PF3D7_1413500	2.41	0.14	32.39	
PF3D7_1413600	PF3D7_1413600.1	N/A	PF3D7_1413600	0.97	0.32	52.03	
PF3D7_1413700	PF3D7_1413700.1	N/A	PF3D7_1413700	2.6	1	57.15	
PF3D7_1413800	PF3D7_1413800.1	DPH1	PF3D7_1413800	2.86	0.25	36.54	
PF3D7_1413900	PF3D7_1413900.1	N/A	PF3D7_1413900	16.76	9.28	55.56	
PF3D7_1414000	PF3D7_1414000.1	RPN13	PF3D7_1414000	205.01	125.6	51.62	
PF3D7_1414100	PF3D7_1414100.1	N/A	PF3D7_1414100	30.01	163.98	147.65	
PF3D7_1414200	PF3D7_1414200.1	N/A	PF3D7_1414200	127.59	441.9	103.24	
PF3D7_1414300	PF3D7_1414300.1	N/A	PF3D7_1414300	19.15	5.52	162.09	
PF3D7_1414400	PF3D7_1414400.1	PP1	PF3D7_1414400	161.79	92.5	244.81	
PF3D7_1414500	PF3D7_1414500.1	ABCk2	PF3D7_1414500	26.79	86.91	129.62	
PF3D7_1414600	PF3D7_1414600.1	Pgt1	PF3D7_1414600	9.32	6.57	42.46	
PF3D7_1414700	PF3D7_1414700.1	N/A	PF3D7_1414700	6.09	34.48	94.17	
PF3D7_1414800	PF3D7_1414800.1	SMB1	PF3D7_1414800	1.25	3.73	79.16	
PF3D7_1414900	PF3D7_1414900.1	N/A	PF3D7_1414900	7.62	6.98	47.56	
PF3D7_1415000	PF3D7_1415000.1	UDG	PF3D7_1415000	27.04	37.13	79	
PF3D7_1415100	PF3D7_1415100.1	N/A	PF3D7_1415100	101.43	105.74	20.43	
PF3D7_1415200	PF3D7_1415200.1	N/A	PF3D7_1415200	122.58	65.83	42.31	
PF3D7_1415300	PF3D7_1415300.1	N/A	PF3D7_1415300	66.46	18.82	17.44	
PF3D7_1415400	PF3D7_1415400.1	N/A	PF3D7_1415400	2.79	2.37	135.33	
PF3D7_1415500	PF3D7_1415500.1	N/A	PF3D7_1415500	2.41	1.86	27.79	
PF3D7_1415600	PF3D7_1415600.1	N/A	PF3D7_1415600	23.01	16.95	32.19	
PF3D7_1415700	PF3D7_1415700.1	SPT	PF3D7_1415700	135.06	57.12	51.7	
PF3D7_1415800	PF3D7_1415800.1	KsgA1	PF3D7_1415800	7.44	4.07	45.32	
PF3D7_1415900	PF3D7_1415900.1	N/A	PF3D7_1415900	3.95	0.33	43.32	
PF3D7_1416000	PF3D7_1416000.1	N/A	PF3D7_1416000	2.65	0.55	32.65	
PF3D7_1416100	PF3D7_1416100.1	SEY1	PF3D7_1416100	10.55	11.67	67.18	
PF3D7_1416200	PF3D7_1416200.1	MCA3	PF3D7_1416200	2.15	2.54	74.86	
PF3D7_1416300	PF3D7_1416300.1	N/A	PF3D7_1416300	2.8	3.95	30.13	
PF3D7_1416400	PF3D7_1416400.1	N/A	PF3D7_1416400	10.67	60.45	93.17	
PF3D7_1416500	PF3D7_1416500.1	GDH1	PF3D7_1416500	248.39	264.23	90.43	
PF3D7_1416600	PF3D7_1416600.1	N/A	PF3D7_1416600	2.29	0.36	47.57	
PF3D7_1416700	PF3D7_1416700.1	N/A	PF3D7_1416700	0	0	32.98	
PF3D7_1416800	PF3D7_1416800.1	KRS2	PF3D7_1416800	1.74	0.18	38.29	
PF3D7_1416900	PF3D7_1416900.1	N/A	PF3D7_1416900	5.31	4.76	53.54	
PF3D7_1417000	PF3D7_1417000.1	IMC1l	PF3D7_1417000	85.09	21.81	20.2	
PF3D7_1417100	PF3D7_1417100.1	N/A	PF3D7_1417100	9.25	5.58	255.47	
PF3D7_1417200	PF3D7_1417200.1	N/A	PF3D7_1417200	24.99	51.79	76.9	
PF3D7_1417300	PF3D7_1417300.1	ATG4	PF3D7_1417300	7.56	11.07	53.42	
PF3D7_1417400	PF3D7_1417400.1	EPAC	PF3D7_1417400	54.43	67.72	42.21	
PF3D7_1417500	PF3D7_1417500.1	CBF5	PF3D7_1417500	6.21	7.69	60.3	
PF3D7_1417600	PF3D7_1417600.1	N/A	PF3D7_1417600	61.7	142.14	81.83	
PF3D7_1417700	PF3D7_1417700.1	N/A	PF3D7_1417700	3.59	9.1	30.29	
PF3D7_1417800	PF3D7_1417800.1	MCM2	PF3D7_1417800	6.17	1.47	90.84	
PF3D7_1417900	PF3D7_1417900.1	N/A	PF3D7_1417900	6.66	1.51	54.65	
PF3D7_1418000	PF3D7_1418000.1	UFD1	PF3D7_1418000	10.11	1.97	61.67	
PF3D7_1418100	PF3D7_1418100.1	LISP1	PF3D7_1418100	2.06	0.59	21.36	
PF3D7_1418200	PF3D7_1418200.1	N/A	PF3D7_1418200	38.27	17.45	82.47	
PF3D7_1418300	PF3D7_1418300.1	N/A	PF3D7_1418300	66.5	5.49	34.43	
PF3D7_1418900	PF3D7_1418900.1	DBP4	PF3D7_1418900	4.67	0.44	100.84	
PF3D7_1419000	PF3D7_1419000.1	N/A	PF3D7_1419000	7.53	5.18	104.85	
PF3D7_1419100	PF3D7_1419100.1	DDX55	PF3D7_1419100	3.07	2.4	55.54	
PF3D7_1419200	PF3D7_1419200.1	ATrx1	PF3D7_1419200	4.31	0.33	18.95	
PF3D7_1419300	PF3D7_1419300.1	GST	PF3D7_1419300	0.6	0.46	25.36	
PF3D7_1419400	PF3D7_1419400.1	N/A	PF3D7_1419400	3.36	1.14	42.2	
PF3D7_1419500	PF3D7_1419500.1	N/A	PF3D7_1419500	1.2	1.03	28.03	
PF3D7_1419600	PF3D7_1419600.1	N/A	PF3D7_1419600	19.31	25.39	54.14	
PF3D7_1419700	PF3D7_1419700.1	EIF3H	PF3D7_1419700	11.37	104.49	269.23	
PF3D7_1419800	PF3D7_1419800.1	GR	PF3D7_1419800	104.96	54.59	63.72	
PF3D7_1419800	PF3D7_1419800.2	GR	PF3D7_1419800	104.96	54.59	63.72	
PF3D7_1419900	PF3D7_1419900.1	YTH.1	PF3D7_1419900	2.17	0.97	49.56	
PF3D7_1420000	PF3D7_1420000.1	SF3B4	PF3D7_1420000	29.09	55.47	930.04	
PF3D7_1420100	PF3D7_1420100.1	N/A	PF3D7_1420100	4.07	0.69	73.61	
PF3D7_1420200	PF3D7_1420200.1	UNC	PF3D7_1420200	34.52	42.09	41.45	
PF3D7_1420300	PF3D7_1420300.1	HEP1	PF3D7_1420300	15.8	15.79	21.17	
PF3D7_1420400	PF3D7_1420400.1	GlyRS	PF3D7_1420400	2.47	2.48	98.21	
PF3D7_1420500	PF3D7_1420500.1	N/A	PF3D7_1420500	2.07	6.06	26.73	
PF3D7_1420600	PF3D7_1420600.1	PANK1	PF3D7_1420600	27.07	69.24	82	
PF3D7_1420700	PF3D7_1420700.1	P113	PF3D7_1420700	362.26	3789.4	232.83	
PF3D7_1420800	PF3D7_1420800.1	N/A	PF3D7_1420800	0	8.66	15.17	
PF3D7_1420900	PF3D7_1420900.1	N/A	PF3D7_1420900	16.38	6.95	67	
PF3D7_1421000	PF3D7_1421000.1	DIX	PF3D7_1421000	11.98	4.36	41.34	
PF3D7_1421100	PF3D7_1421100.1	N/A	PF3D7_1421100	3.23	4.7	35.36	
PF3D7_1421200	PF3D7_1421200.1	RPS25	PF3D7_1421200	126.99	110.63	121.93	
PF3D7_1421300	PF3D7_1421300.1	N/A	PF3D7_1421300	2.05	1.1	83.21	
PF3D7_1421400	PF3D7_1421400.1	RPC34	PF3D7_1421400	3.97	0.08	105.27	
PF3D7_1421500	PF3D7_1421500.1	TIM8	PF3D7_1421500	0	0.43	26.07	
PF3D7_1421600	PF3D7_1421600.1	N/A	PF3D7_1421600	0.86	0.96	33.67	
PF3D7_1421800	PF3D7_1421800.1	N/A	PF3D7_1421800	6.25	28.13	206.93	
PF3D7_1421900	PF3D7_1421900.1	CTR2	PF3D7_1421900	6.01	4.37	91.11	
PF3D7_1422000	PF3D7_1422000.1	COX14	PF3D7_1422000	4.82	5.94	27.1	
PF3D7_1422100	PF3D7_1422100.1	N/A	PF3D7_1422100	25.24	34.98	111.79	
PF3D7_1422200	PF3D7_1422200.1	N/A	PF3D7_1422200	22.81	57.12	100.08	
PF3D7_1422300	PF3D7_1422300.1	N/A	PF3D7_1422300	14.44	47.74	60.99	
PF3D7_1422400	PF3D7_1422400.1	N/A	PF3D7_1422400	8.91	13.11	50.23	
PF3D7_1422500	PF3D7_1422500.1	HRD1	PF3D7_1422500	19.47	5.75	67.48	
PF3D7_1422600	PF3D7_1422600.1	N/A	PF3D7_1422600	0.9	0.61	21.82	
PF3D7_1422700	PF3D7_1422700.1	N/A	PF3D7_1422700	18.76	17.02	81.03	
PF3D7_1422800	PF3D7_1422800.1	ARP4a	PF3D7_1422800	10.3	20.94	35.62	
PF3D7_1422900	PF3D7_1422900.1	N/A	PF3D7_1422900	167.81	249.45	45.18	
PF3D7_1423000	PF3D7_1423000.1	NOG2	PF3D7_1423000	2.49	6.82	59.25	
PF3D7_1423100	PF3D7_1423100.1	N/A	PF3D7_1423100	5.63	3.77	22.99	
PF3D7_1423200	PF3D7_1423200.1	CYP52	PF3D7_1423200	5.94	14.77	94.34	
PF3D7_1423300	PF3D7_1423300.1	PP7	PF3D7_1423300	157.41	89.4	62.01	
PF3D7_1423400	PF3D7_1423400.1	N/A	PF3D7_1423400	2.34	1.24	67.86	
PF3D7_1423500	PF3D7_1423500.1	N/A	PF3D7_1423500	2.46	0.82	45.39	
PF3D7_1423600	PF3D7_1423600.1	N/A	PF3D7_1423600	108.89	94.64	171.79	
PF3D7_1423700	PF3D7_1423700.1	N/A	PF3D7_1423700	26.04	116.58	125.32	
PF3D7_1423800	PF3D7_1423800.1	VPS3	PF3D7_1423800	3.11	12.92	46.3	
PF3D7_1424100	PF3D7_1424100.1	RPL5	PF3D7_1424100	20.35	30.29	177.48	
PF3D7_1424400	PF3D7_1424400.1	N/A	PF3D7_1424400	84.78	167.98	290.32	
PF3D7_1425200	PF3D7_1425200.1	N/A	PF3D7_1425200	0.62	1.79	39.52	
PF3D7_1425300	PF3D7_1425300.1	N/A	PF3D7_1425300	54.74	18.37	74.43	
PF3D7_1425400	PF3D7_1425400.1	N/A	PF3D7_1425400	25.62	11.62	53.73	
PF3D7_1425500	PF3D7_1425500.1	N/A	PF3D7_1425500	8.12	4.14	22.51	
PF3D7_1425600	PF3D7_1425600.1	N/A	PF3D7_1425600	1.52	0.65	46.74	
PF3D7_1425700	PF3D7_1425700.1	N/A	PF3D7_1425700	0.7	1.08	61.32	
PF3D7_1425800	PF3D7_1425800.1	N/A	PF3D7_1425800	8.38	18.76	79.31	
PF3D7_1425900	PF3D7_1425900.1	N/A	PF3D7_1425900	25.18	71.59	50.36	
PF3D7_1426000	PF3D7_1426000.1	RPL21	PF3D7_1426000	13.83	28.33	179.65	
PF3D7_1426100	PF3D7_1426100.1	BTF3	PF3D7_1426100	6.07	1.84	174.69	
PF3D7_1426200	PF3D7_1426200.1	PRMT1	PF3D7_1426200	5.04	1.75	74.04	
PF3D7_1426300	PF3D7_1426300.1	N/A	PF3D7_1426300	1.59	0.2	39.07	
PF3D7_1426400	PF3D7_1426400.1	N/A	PF3D7_1426400	3.93	0.49	113.65	
PF3D7_1426500	PF3D7_1426500.1	ABCG2	PF3D7_1426500	3.49	0.26	78.49	
PF3D7_1426600	PF3D7_1426600.1	N/A	PF3D7_1426600	3.06	0.49	50.82	
PF3D7_1426700	PF3D7_1426700.1	PEPC	PF3D7_1426700	5.59	4.92	39.04	
PF3D7_1426800	PF3D7_1426800.1	N/A	PF3D7_1426800	4.68	3.93	47.82	
PF3D7_1426900	PF3D7_1426900.1	QCR6	PF3D7_1426900	102.66	32.19	372.05	
PF3D7_1427000	PF3D7_1427000.1	N/A	PF3D7_1427000	24.2	27.93	66.52	
PF3D7_1427100	PF3D7_1427100.1	N/A	PF3D7_1427100	110.19	204.78	75.02	
PF3D7_1427200	PF3D7_1427200.1	Sel4	PF3D7_1427200	9.97	18.88	54.85	
PF3D7_1427300	PF3D7_1427300.1	N/A	PF3D7_1427300	7.45	3.81	18.41	
PF3D7_1427400	PF3D7_1427400.1	N/A	PF3D7_1427400	5.12	2.86	17.27	
PF3D7_1427400	PF3D7_1427400.2	N/A	PF3D7_1427400	5.12	2.86	17.27	
PF3D7_1427500	PF3D7_1427500.1	MSH2-1	PF3D7_1427500	1.35	0.78	19.92	
PF3D7_1427600	PF3D7_1427600.1	MIT3	PF3D7_1427600	13.59	11.51	35.06	
PF3D7_1427700	PF3D7_1427700.1	N/A	PF3D7_1427700	0	1.14	30.22	
PF3D7_1427800	PF3D7_1427800.1	RRP41	PF3D7_1427800	0	0	45.64	
PF3D7_1427900	PF3D7_1427900.1	N/A	PF3D7_1427900	20.19	13.52	108.55	
PF3D7_1428000	PF3D7_1428000.1	N/A	PF3D7_1428000	2.02	0.94	13.53	
PF3D7_1428100	PF3D7_1428100.1	WBP11	PF3D7_1428100	16.12	4.6	66.69	
PF3D7_1428200	PF3D7_1428200.1	MFS5	PF3D7_1428200	11.51	7.25	70.75	
PF3D7_1428300	PF3D7_1428300.1	N/A	PF3D7_1428300	10.91	14.71	189.67	
PF3D7_1428400	PF3D7_1428400.1	WDTC1	PF3D7_1428400	2.83	8.12	69.34	
PF3D7_1428500	PF3D7_1428500.1	N/A	PF3D7_1428500	13.79	45.01	31.82	
PF3D7_1428600	PF3D7_1428600.1	RF1	PF3D7_1428600	3.19	1.67	34.64	
PF3D7_1428700	PF3D7_1428700.1	N/A	PF3D7_1428700	5.01	5.37	27.5	
PF3D7_1428800	PF3D7_1428800.1	N/A	PF3D7_1428800	14.11	16.38	42.57	
PF3D7_1428800	PF3D7_1428800.2	N/A	PF3D7_1428800	14.11	16.38	42.57	
PF3D7_1428900	PF3D7_1428900.1	N/A	PF3D7_1428900	2.27	1.95	56.89	
PF3D7_1429000	PF3D7_1429000.1	N/A	PF3D7_1429000	8.62	0.41	25.17	
PF3D7_1429100	PF3D7_1429100.1	N/A	PF3D7_1429100	15.84	5.38	54.68	
PF3D7_1429200	PF3D7_1429200.1	ApiAP2	PF3D7_1429200	29.04	45.39	50.98	
PF3D7_1429300	PF3D7_1429300.1	N/A	PF3D7_1429300	9.64	1.11	47.68	
PF3D7_1429400	PF3D7_1429400.1	N/A	PF3D7_1429400	6.39	2.07	31.39	
PF3D7_1429500	PF3D7_1429500.1	DPH2	PF3D7_1429500	10.46	1.17	48.31	
PF3D7_1429600	PF3D7_1429600.1	GEXP03	PF3D7_1429600	19.62	11.81	29.37	
PF3D7_1429700	PF3D7_1429700.1	N/A	PF3D7_1429700	237.37	232.53	64	
PF3D7_1429800	PF3D7_1429800.1	N/A	PF3D7_1429800	61.94	154.93	64.06	
PF3D7_1429900	PF3D7_1429900.1	WRN	PF3D7_1429900	97.5	99.86	49	
PF3D7_1430000	PF3D7_1430000.1	N/A	PF3D7_1430000	21.53	21.63	23.87	
PF3D7_1430100	PF3D7_1430100.1	PTPA	PF3D7_1430100	39.54	7.06	64.86	
PF3D7_1430200	PF3D7_1430200.1	PMIX	PF3D7_1430200	16.22	9.09	67.82	
PF3D7_1430300	PF3D7_1430300.1	N/A	PF3D7_1430300	2.59	0.97	97.74	
PF3D7_1430400	PF3D7_1430400.1	ATG5	PF3D7_1430400	4.6	1.6	45.48	
PF3D7_1430500	PF3D7_1430500.1	N/A	PF3D7_1430500	1.04	0.27	12.99	
PF3D7_1430600	PF3D7_1430600.1	N/A	PF3D7_1430600	1.92	0.39	21.35	
PF3D7_1430700	PF3D7_1430700.1	GDH2	PF3D7_1430700	4.22	0.33	61.48	
PF3D7_1430800	PF3D7_1430800.1	PIP3	PF3D7_1430800	3.15	2.01	42.03	
PF3D7_1430900	PF3D7_1430900.1	COX2B	PF3D7_1430900	10.14	3.51	39.53	
PF3D7_1431000	PF3D7_1431000.1	N/A	PF3D7_1431000	13.88	4.42	90.68	
PF3D7_1431100	PF3D7_1431100.1	PIP2	PF3D7_1431100	4.24	6.63	82.27	
PF3D7_1431200	PF3D7_1431200.1	N/A	PF3D7_1431200	45.31	62.4	61.02	
PF3D7_1431300	PF3D7_1431300.1	LSG1	PF3D7_1431300	12.23	86.84	220.74	
PF3D7_1431400	PF3D7_1431400.1	SRA	PF3D7_1431400	5.96	2.94	91.34	
PF3D7_1431500	PF3D7_1431500.1	MAPK1	PF3D7_1431500	92.02	467.45	210.43	
PF3D7_1431600	PF3D7_1431600.1	N/A	PF3D7_1431600	16.56	109.7	158.93	
PF3D7_1431700	PF3D7_1431700.1	N/A	PF3D7_1431700	84.68	33.93	57.4	
PF3D7_1431800	PF3D7_1431800.1	E-NTPDase	PF3D7_1431800	1.39	0.61	36.28	
PF3D7_1431900	PF3D7_1431900.1	ISC3	PF3D7_1431900	7.6	0.63	39	
PF3D7_1432000	PF3D7_1432000.1	SYN11	PF3D7_1432000	4.66	3.56	21.29	
PF3D7_1432100	PF3D7_1432100.1	N/A	PF3D7_1432100	17.52	3.52	33.51	
PF3D7_1432200	PF3D7_1432200.1	N/A	PF3D7_1432200	1.85	0.74	44.8	
PF3D7_1432300	PF3D7_1432300.1	N/A	PF3D7_1432300	3.03	1.04	31.98	
PF3D7_1432400	PF3D7_1432400.1	LRR5	PF3D7_1432400	3.71	0.92	26.17	
PF3D7_1432500	PF3D7_1432500.1	N/A	PF3D7_1432500	10.14	9.27	27.66	
PF3D7_1432600	PF3D7_1432600.1	N/A	PF3D7_1432600	1.97	0.65	42.24	
PF3D7_1432700	PF3D7_1432700.1	N/A	PF3D7_1432700	8.56	4.32	96.64	
PF3D7_1432800	PF3D7_1432800.1	N/A	PF3D7_1432800	6.75	9.16	29.3	
PF3D7_1432900	PF3D7_1432900.1	N/A	PF3D7_1432900	0.94	0.09	24.11	
PF3D7_1433000	PF3D7_1433000.1	NOP10	PF3D7_1433000	10.46	0.87	41.27	
PF3D7_1433100	PF3D7_1433100.1	N/A	PF3D7_1433100	4.63	8.04	41.29	
PF3D7_1433200	PF3D7_1433200.1	N/A	PF3D7_1433200	2.02	6.91	39.02	
PF3D7_1433300	PF3D7_1433300.1	RBAP46	PF3D7_1433300	50.23	45.33	23.86	
PF3D7_1433400	PF3D7_1433400.1	PHD2	PF3D7_1433400	24.66	67.05	55.43	
PF3D7_1433500	PF3D7_1433500.1	TOP2	PF3D7_1433500	5.31	8.67	45.89	
PF3D7_1433600	PF3D7_1433600.1	SPC1	PF3D7_1433600	13.5	65.22	90.64	
PF3D7_1433700	PF3D7_1433700.1	N/A	PF3D7_1433700	16.99	7.23	33.99	
PF3D7_1433800	PF3D7_1433800.1	N/A	PF3D7_1433800	7.71	3.35	25.82	
PF3D7_1433900	PF3D7_1433900.1	N/A	PF3D7_1433900	3.95	0.97	13.66	
PF3D7_1434000	PF3D7_1434000.1	CAF16	PF3D7_1434000	6.84	1.6	119.93	
PF3D7_1434100	PF3D7_1434100.1	N/A	PF3D7_1434100	0.31	0.18	35.84	
PF3D7_1434200	PF3D7_1434200.1	CAM	PF3D7_1434200	125.23	28.33	86.16	
PF3D7_1434300	PF3D7_1434300.1	HOP	PF3D7_1434300	5.2	6.32	125.56	
PF3D7_1434400	PF3D7_1434400.1	N/A	PF3D7_1434400	408.63	222.33	52.45	
PF3D7_1434500	PF3D7_1434500.1	N/A	PF3D7_1434500	3.87	1.67	75.98	
PF3D7_1434600	PF3D7_1434600.1	METAP2	PF3D7_1434600	7.51	5.29	104.23	
PF3D7_1434700	PF3D7_1434700.1	TIM17	PF3D7_1434700	32.77	36.49	610.29	
PF3D7_1434800	PF3D7_1434800.1	N/A	PF3D7_1434800	8.83	7.29	30.02	
PF3D7_1434900	PF3D7_1434900.1	N/A	PF3D7_1434900	22.45	18.43	69.17	
PF3D7_1435000	PF3D7_1435000.1	COX15	PF3D7_1435000	0.88	0.45	67.52	
PF3D7_1435100	PF3D7_1435100.1	N/A	PF3D7_1435100	1.06	2.09	41.93	
PF3D7_1435200	PF3D7_1435200.1	N/A	PF3D7_1435200	32.29	152.82	89.36	
PF3D7_1435300	PF3D7_1435300.1	N/A	PF3D7_1435300	113.99	158.25	101.88	
PF3D7_1435400	PF3D7_1435400.1	EMC4	PF3D7_1435400	8.54	28.22	117.8	
PF3D7_1435500	PF3D7_1435500.1	CLC	PF3D7_1435500	12.05	58.84	141.87	
PF3D7_1435600	PF3D7_1435600.1	N/A	PF3D7_1435600	29.67	21.46	44.77	
PF3D7_1435700	PF3D7_1435700.1	N/A	PF3D7_1435700	19.44	23.13	134.81	
PF3D7_1435700	PF3D7_1435700.2	N/A	PF3D7_1435700	19.44	23.13	134.81	
PF3D7_1435800	PF3D7_1435800.1	ERA	PF3D7_1435800	0.5	0.14	13.92	
PF3D7_1435900	PF3D7_1435900.1	N/A	PF3D7_1435900	1.21	0.39	16.97	
PF3D7_1436000	PF3D7_1436000.1	GPI	PF3D7_1436000	0.87	0.38	104.42	
PF3D7_1436100	PF3D7_1436100.1	N/A	PF3D7_1436100	1.48	0.59	40.01	
PF3D7_1436200	PF3D7_1436200.1	BCP1	PF3D7_1436200	2.27	22.66	106.24	
PF3D7_1436300	PF3D7_1436300.1	PTEX150	PF3D7_1436300	396.37	2588.59	671.84	
PF3D7_1436400	PF3D7_1436400.1	N/A	PF3D7_1436400	1.81	3.95	14.21	
PF3D7_1436500	PF3D7_1436500.1	N/A	PF3D7_1436500	3.7	5.45	44.77	
PF3D7_1436600	PF3D7_1436600.1	PKG	PF3D7_1436600	0.74	0.94	42.25	
PF3D7_1436700	PF3D7_1436700.1	N/A	PF3D7_1436700	1.94	1.32	11.45	
PF3D7_1436800	PF3D7_1436800.1	ClpR	PF3D7_1436800	0	1.49	22.72	
PF3D7_1436900	PF3D7_1436900.1	N/A	PF3D7_1436900	4.15	7.25	23.7	
PF3D7_1437000	PF3D7_1437000.1	N/A	PF3D7_1437000	141.36	296.47	75.73	
PF3D7_1437100	PF3D7_1437100.1	N/A	PF3D7_1437100	4.48	13.44	35.9	
PF3D7_1437200	PF3D7_1437200.1	N/A	PF3D7_1437200	30.18	7.47	50.84	
PF3D7_1437300	PF3D7_1437300.1	N/A	PF3D7_1437300	0.59	0.68	23.92	
PF3D7_1437400	PF3D7_1437400.1	PANK2	PF3D7_1437400	0.5	0.41	70.91	
PF3D7_1437500	PF3D7_1437500.1	N/A	PF3D7_1437500	2.33	0.09	28.09	
PF3D7_1437600	PF3D7_1437600.1	N/A	PF3D7_1437600	0.86	0.25	24.27	
PF3D7_1437700	PF3D7_1437700.1	N/A	PF3D7_1437700	29.2	13.93	23.78	
PF3D7_1437800	PF3D7_1437800.1	TRAPPC5	PF3D7_1437800	9.71	14.04	24.73	
PF3D7_1437900	PF3D7_1437900.1	HSP40	PF3D7_1437900	67.57	159.27	194.78	
PF3D7_1438000	PF3D7_1438000.1	N/A	PF3D7_1438000	2.9	1.58	49.02	
PF3D7_1438100	PF3D7_1438100.1	SEC62	PF3D7_1438100	3.1	1.16	165.09	
PF3D7_1438400	PF3D7_1438400.1	MCA2	PF3D7_1438400	29.85	48.43	34.8	
PF3D7_1438500	PF3D7_1438500.1	CPSF3	PF3D7_1438500	3.15	0.28	50.88	
PF3D7_1438600	PF3D7_1438600.1	N/A	PF3D7_1438600	0.91	0.87	48.36	
PF3D7_1438700	PF3D7_1438700.1	N/A	PF3D7_1438700	71.12	31.67	70.8	
PF3D7_1438800	PF3D7_1438800.1	N/A	PF3D7_1438800	1.38	0.24	23.18	
PF3D7_1438900	PF3D7_1438900.1	Trx-Px1	PF3D7_1438900	10.83	5.45	45.72	
PF3D7_1439000	PF3D7_1439000.1	CTR1	PF3D7_1439000	1.61	0.1	28.58	
PF3D7_1439100	PF3D7_1439100.1	N/A	PF3D7_1439100	3.34	0.29	57.43	
PF3D7_1439200	PF3D7_1439200.1	N/A	PF3D7_1439200	1.82	0.44	30.75	
PF3D7_1439300	PF3D7_1439300.1	N/A	PF3D7_1439300	20.29	34.18	32.87	
PF3D7_1439400	PF3D7_1439400.1	N/A	PF3D7_1439400	6.95	3.27	20.14	
PF3D7_1439500	PF3D7_1439500.1	ORP2	PF3D7_1439500	231.39	256.56	63.27	
PF3D7_1439600	PF3D7_1439600.1	N/A	PF3D7_1439600	21.52	7.51	28.14	
PF3D7_1439700	PF3D7_1439700.1	N/A	PF3D7_1439700	0.39	2.07	41.99	
PF3D7_1439800	PF3D7_1439800.1	N/A	PF3D7_1439800	20.14	105.24	123.96	
PF3D7_1439900	PF3D7_1439900.1	TIM	PF3D7_1439900	161.41	93.9	45.84	
PF3D7_1440000	PF3D7_1440000.1	N/A	PF3D7_1440000	0.9	0.43	39.6	
PF3D7_1440100	PF3D7_1440100.1	N/A	PF3D7_1440100	1.45	0.41	48.19	
PF3D7_1440200	PF3D7_1440200.1	SPP	PF3D7_1440200	1.89	0.33	34.78	
PF3D7_1440300	PF3D7_1440300.1	PBGS	PF3D7_1440300	0	0.05	40.49	
PF3D7_1440400	PF3D7_1440400.1	N/A	PF3D7_1440400	8.01	9.86	54.35	
